channelId,channelTitle,publishedAt,subscriberCount,viewCount,videoCount,extractedAt
UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2013-07-09T20:17:20Z,25200000,3678418623,358,2026-05-01T14:05:30.126619
